county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,brad_schimel_rep,josh_kaul_dem,terry_larson_con,scattering,race
KENOSHA,Town of PARIS,Town of PARIS Wards 1-2,Congressional - District 1,State Senate - District 21,Assembly - District 61,577,249,10,0,attorney general
KENOSHA,Town of RANDALL,Town of RANDALL Wards 1-7,Congressional - District 1,State Senate - District 21,Assembly - District 61,963,501,42,0,attorney general
KENOSHA,Town of SOMERS,Town of SOMERS Ward 1,Congressional - District 1,State Senate - District 21,Assembly - District 61,41,29,0,0,attorney general
KENOSHA,Town of SOMERS,Town of SOMERS Ward 2,Congressional - District 1,State Senate - District 21,Assembly - District 61,219,172,8,0,attorney general
KENOSHA,Town of WHEATLAND,Town of WHEATLAND Wards 1-6,Congressional - District 1,State Senate - District 11,Assembly - District 32,1012,537,38,2,attorney general
KENOSHA,Village of BRISTOL,"Village of BRISTOL Wards 1-3,8",Congressional - District 1,State Senate - District 21,Assembly - District 61,913,468,37,1,attorney general
KENOSHA,Village of BRISTOL,Village of BRISTOL Wards 4-7,Congressional - District 1,State Senate - District 21,Assembly - District 61,760,399,21,0,attorney general
KENOSHA,VILLAGE OF GENOA CITY,VILLAGE OF GENOA CITY Ward 5,Congressional - District 1,State Senate - District 11,Assembly - District 32,0,0,0,0,attorney general
KENOSHA,Village of PADDOCK LAKE,Village of PADDOCK LAKE Wards 1-6,Congressional - District 1,State Senate - District 21,Assembly - District 61,685,461,30,1,attorney general
KENOSHA,Village of PLEASANT PRAIRIE,Village of PLEASANT PRAIRIE Wards 1-3,Congressional - District 1,State Senate - District 21,Assembly - District 61,1229,1088,40,3,attorney general
KENOSHA,Village of PLEASANT PRAIRIE,Village of PLEASANT PRAIRIE Wards 4-5,Congressional - District 1,State Senate - District 21,Assembly - District 61,705,544,23,0,attorney general
KENOSHA,Village of PLEASANT PRAIRIE,Village of PLEASANT PRAIRIE Wards 6-7,Congressional - District 1,State Senate - District 21,Assembly - District 61,778,776,25,0,attorney general
KENOSHA,Village of PLEASANT PRAIRIE,Village of PLEASANT PRAIRIE Wards 8-11,Congressional - District 1,State Senate - District 21,Assembly - District 61,1388,981,37,0,attorney general
KENOSHA,Village of PLEASANT PRAIRIE,Village of PLEASANT PRAIRIE Wards 12-14,Congressional - District 1,State Senate - District 21,Assembly - District 61,1260,1081,42,1,attorney general
KENOSHA,Village of SALEM LAKES,"Village of SALEM LAKES Wards 1-5,10",Congressional - District 1,State Senate - District 21,Assembly - District 61,1778,1023,53,4,attorney general
KENOSHA,Village of SALEM LAKES,Village of SALEM LAKES Wards 6-9,Congressional - District 1,State Senate - District 21,Assembly - District 61,1235,791,45,1,attorney general
KENOSHA,Village of SALEM LAKES,Village of SALEM LAKES Wards 11-13,Congressional - District 1,State Senate - District 21,Assembly - District 61,594,349,27,1,attorney general
KENOSHA,Village of SOMERS,Village of SOMERS Wards 1-4,Congressional - District 1,State Senate - District 21,Assembly - District 61,747,620,32,1,attorney general
KENOSHA,Village of SOMERS,"Village of SOMERS Wards 5-6,9-10",Congressional - District 1,State Senate - District 22,Assembly - District 64,590,673,15,3,attorney general
KENOSHA,Village of SOMERS,Village of SOMERS Wards 7-8,Congressional - District 1,State Senate - District 22,Assembly - District 64,234,277,16,1,attorney general
KENOSHA,Village of SOMERS,Village of SOMERS Ward 11,Congressional - District 1,State Senate - District 21,Assembly - District 61,177,131,5,1,attorney general
KENOSHA,Village of SOMERS,Village of SOMERS Ward 12,Congressional - District 1,State Senate - District 22,Assembly - District 64,284,146,0,0,attorney general
KENOSHA,Village of TWIN LAKES,Village of TWIN LAKES Wards 1-8,Congressional - District 1,State Senate - District 21,Assembly - District 61,1305,915,49,4,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 1,Congressional - District 1,State Senate - District 22,Assembly - District 64,132,297,10,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 2,Congressional - District 1,State Senate - District 22,Assembly - District 64,153,237,7,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 3,Congressional - District 1,State Senate - District 22,Assembly - District 64,56,214,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 4,Congressional - District 1,State Senate - District 22,Assembly - District 64,196,463,17,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 5,Congressional - District 1,State Senate - District 22,Assembly - District 65,100,275,16,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 6,Congressional - District 1,State Senate - District 22,Assembly - District 65,164,255,7,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 7,Congressional - District 1,State Senate - District 22,Assembly - District 65,43,202,12,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 8,Congressional - District 1,State Senate - District 22,Assembly - District 65,261,542,20,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 9,Congressional - District 1,State Senate - District 22,Assembly - District 65,110,216,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 10,Congressional - District 1,State Senate - District 22,Assembly - District 65,56,200,14,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 11,Congressional - District 1,State Senate - District 22,Assembly - District 65,92,227,3,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 12,Congressional - District 1,State Senate - District 22,Assembly - District 65,175,330,12,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 13,Congressional - District 1,State Senate - District 22,Assembly - District 64,277,339,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 14,Congressional - District 1,State Senate - District 22,Assembly - District 64,208,341,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 15,Congressional - District 1,State Senate - District 22,Assembly - District 64,305,479,23,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 16,Congressional - District 1,State Senate - District 22,Assembly - District 64,127,198,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 17,Congressional - District 1,State Senate - District 22,Assembly - District 64,61,93,1,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 18,Congressional - District 1,State Senate - District 22,Assembly - District 64,179,368,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 19,Congressional - District 1,State Senate - District 22,Assembly - District 64,76,147,3,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 20,Congressional - District 1,State Senate - District 22,Assembly - District 64,246,282,8,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 21,Congressional - District 1,State Senate - District 22,Assembly - District 64,119,121,3,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 22,Congressional - District 1,State Senate - District 22,Assembly - District 64,535,635,16,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 23,Congressional - District 1,State Senate - District 22,Assembly - District 64,109,182,7,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 24,Congressional - District 1,State Senate - District 22,Assembly - District 64,196,332,12,2,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 25,Congressional - District 1,State Senate - District 22,Assembly - District 64,248,411,12,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 26,Congressional - District 1,State Senate - District 22,Assembly - District 65,82,190,5,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 27,Congressional - District 1,State Senate - District 22,Assembly - District 65,112,307,10,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 28,Congressional - District 1,State Senate - District 22,Assembly - District 65,81,198,6,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 29,Congressional - District 1,State Senate - District 22,Assembly - District 65,65,206,17,2,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 30,Congressional - District 1,State Senate - District 22,Assembly - District 65,69,192,14,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 31,Congressional - District 1,State Senate - District 22,Assembly - District 65,205,438,19,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 32,Congressional - District 1,State Senate - District 22,Assembly - District 65,47,166,3,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 33,Congressional - District 1,State Senate - District 22,Assembly - District 65,0,15,1,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 34,Congressional - District 1,State Senate - District 22,Assembly - District 65,130,190,10,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 35,Congressional - District 1,State Senate - District 22,Assembly - District 65,239,441,26,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 36,Congressional - District 1,State Senate - District 22,Assembly - District 65,37,151,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 37,Congressional - District 1,State Senate - District 22,Assembly - District 65,186,429,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 38,Congressional - District 1,State Senate - District 22,Assembly - District 65,366,535,12,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 39,Congressional - District 1,State Senate - District 22,Assembly - District 65,209,296,10,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 40,Congressional - District 1,State Senate - District 22,Assembly - District 65,71,123,4,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 41,Congressional - District 1,State Senate - District 22,Assembly - District 65,157,219,9,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 42,Congressional - District 1,State Senate - District 22,Assembly - District 65,97,175,6,2,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 43,Congressional - District 1,State Senate - District 22,Assembly - District 65,282,355,9,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 44,Congressional - District 1,State Senate - District 22,Assembly - District 65,212,232,10,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 45,Congressional - District 1,State Senate - District 22,Assembly - District 64,88,186,11,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 46,Congressional - District 1,State Senate - District 22,Assembly - District 65,79,236,8,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 47,Congressional - District 1,State Senate - District 22,Assembly - District 64,60,119,6,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 48,Congressional - District 1,State Senate - District 22,Assembly - District 65,59,172,6,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 49,Congressional - District 1,State Senate - District 22,Assembly - District 65,84,212,1,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 50,Congressional - District 1,State Senate - District 22,Assembly - District 64,122,246,16,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 51,Congressional - District 1,State Senate - District 22,Assembly - District 65,118,183,7,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 52,Congressional - District 1,State Senate - District 22,Assembly - District 65,167,387,20,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 53,Congressional - District 1,State Senate - District 22,Assembly - District 65,112,110,3,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 54,Congressional - District 1,State Senate - District 22,Assembly - District 64,304,381,16,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 55,Congressional - District 1,State Senate - District 22,Assembly - District 65,130,182,6,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 56,Congressional - District 1,State Senate - District 22,Assembly - District 65,176,259,4,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 57,Congressional - District 1,State Senate - District 22,Assembly - District 65,267,374,9,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 58,Congressional - District 1,State Senate - District 22,Assembly - District 65,14,30,1,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 59,Congressional - District 1,State Senate - District 22,Assembly - District 65,375,452,15,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 60,Congressional - District 1,State Senate - District 22,Assembly - District 65,282,391,8,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 61,Congressional - District 1,State Senate - District 22,Assembly - District 65,157,175,10,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 62,Congressional - District 1,State Senate - District 22,Assembly - District 65,289,402,17,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 63,Congressional - District 1,State Senate - District 22,Assembly - District 64,189,246,6,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 64,Congressional - District 1,State Senate - District 22,Assembly - District 64,283,300,6,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 65,Congressional - District 1,State Senate - District 22,Assembly - District 64,10,17,1,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 66,Congressional - District 1,State Senate - District 22,Assembly - District 65,491,546,19,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 67,Congressional - District 1,State Senate - District 22,Assembly - District 65,271,382,9,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 68,Congressional - District 1,State Senate - District 22,Assembly - District 64,148,151,8,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 69,Congressional - District 1,State Senate - District 22,Assembly - District 64,29,33,0,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 70,Congressional - District 1,State Senate - District 22,Assembly - District 64,3,10,0,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 71,Congressional - District 1,State Senate - District 22,Assembly - District 64,85,169,2,0,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 72,Congressional - District 1,State Senate - District 22,Assembly - District 64,289,289,14,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 73,Congressional - District 1,State Senate - District 22,Assembly - District 64,236,278,4,1,attorney general
KENOSHA,City of KENOSHA,City of KENOSHA Ward 74,Congressional - District 1,State Senate - District 22,Assembly - District 64,0,0,0,0,attorney general
